Id,Pos
Id029419uzdp_7,NOUN
Id029419uzdp_8,ADP
Id029419uzdp_9,NOUN
Id029419uzdp_10,ADP
Id029419uzdp_11,NOUN
Id029419uzdp_12,VERB
Id029419uzdp_13,VERB
Id029419uzdp_14,DET
Id029419uzdp_15,VERB
Id029419uzdp_16,VERB
Id029419uzdp_17,PUNCT
Id029ouc4eo1_0,ADP
Id029ouc4eo1_1,NOUN
Id029ouc4eo1_2,ADP
Id029ouc4eo1_3,ADJ
Id029ouc4eo1_4,DET
Id029ouc4eo1_5,PUNCT
Id029ouc4eo1_6,VERB
Id029ouc4eo1_7,VERB
Id029ouc4eo1_8,VERB
Id029ouc4eo1_9,VERB
Id029ouc4eo1_10,ADJ
Id029ouc4eo1_11,AUX
Id029ouc4eo1_12,ADJ
Id029ouc4eo1_13,NUM
Id029ouc4eo1_14,SCONJ
Id029ouc4eo1_15,AUX
Id029ouc4eo1_16,AUX
Id029ouc4eo1_17,VERB
Id029ouc4eo1_18,VERB
Id029ouc4eo1_19,PRON
Id029ouc4eo1_20,PRON
Id029ouc4eo1_21,ADP
Id029ouc4eo1_22,NOUN
Id029ouc4eo1_23,DET
Id029ouc4eo1_24,PUNCT
Id029ouc4eo1_25,VERB
Id029ouc4eo1_26,VERB
Id029ouc4eo1_27,ADV
Id029ouc4eo1_28,NOUN
Id029ouc4eo1_29,DET
Id029ouc4eo1_30,PUNCT
Id029ouc4eo1_31,NOUN
Id029ouc4eo1_32,ADP
Id029ouc4eo1_33,NOUN
Id029ouc4eo1_34,PRON
Id029ouc4eo1_35,VERB
Id029ouc4eo1_36,VERB
Id029ouc4eo1_37,ADP
Id029ouc4eo1_38,NOUN
Id029ouc4eo1_39,ADP
Id029ouc4eo1_40,NOUN
Id029ouc4eo1_41,DET
Id029ouc4eo1_42,PUNCT
Id029ouc4eo1_43,NOUN
Id029ouc4eo1_44,AUX
Id029ouc4eo1_45,VERB
Id029ouc4eo1_46,VERB
Id029ouc4eo1_47,VERB
Id029ouc4eo1_48,ADP
Id029ouc4eo1_49,ADJ
Id029ouc4eo1_50,ADP
Id029ouc4eo1_51,NOUN
Id029ouc4eo1_52,ADP
Id029ouc4eo1_53,NOUN
Id029ouc4eo1_54,PUNCT
Id032763fpnd_0,NOUN
Id032763fpnd_1,ADP
Id032763fpnd_2,PROPN
Id032763fpnd_3,AUX
Id032763fpnd_4,AUX
Id032763fpnd_5,AUX
Id032763fpnd_6,NOUN
Id032763fpnd_7,ADJ
Id032763fpnd_8,ADJ
Id032763fpnd_9,ADJ
Id032763fpnd_10,ADP
Id032763fpnd_11,PROPN
Id032763fpnd_12,PUNCT
Id032763fpnd_13,ADJ
Id032763fpnd_14,ADP
Id032763fpnd_15,NOUN
Id032763fpnd_16,PRON
Id032763fpnd_17,PRON
Id032763fpnd_18,PUNCT
Id03kbx6x54t_0,CCONJ
Id03kbx6x54t_1,NOUN
Id03kbx6x54t_2,VERB
Id03kbx6x54t_3,ADP
Id03kbx6x54t_4,NOUN
Id03kbx6x54t_5,PROPN
Id03kbx6x54t_6,SCONJ
Id03kbx6x54t_7,NOUN
Id03kbx6x54t_8,ADP
Id03kbx6x54t_9,PROPN
Id03kbx6x54t_10,VERB
Id03kbx6x54t_11,NOUN
Id03kbx6x54t_12,ADJ
Id03kbx6x54t_13,ADP
Id03kbx6x54t_14,NOUN
Id03kbx6x54t_15,PUNCT
Id058jkngb20_0,VERB
Id058jkngb20_1,ADP
Id058jkngb20_2,PRON
Id058jkngb20_3,VERB
Id058jkngb20_4,PUNCT
Id058jkngb20_5,PUNCT
Id058jkngb20_6,PROPN
Id058jkngb20_7,ADP
Id058jkngb20_8,NOUN
Id058jkngb20_9,DET
Id058jkngb20_10,VERB
Id058jkngb20_11,ADV
Id058jkngb20_12,ADV
Id058jkngb20_13,DET
Id058jkngb20_14,PUNCT
Id058jkngb20_15,AUX
Id058jkngb20_16,NOUN
Id058jkngb20_17,ADJ
Id058jkngb20_18,ADJ
Id058jkngb20_19,PUNCT
Id058jkngb20_20,PUNCT
Id058u715m87_0,NOUN
Id058u715m87_1,PRON
Id058u715m87_2,AUX
Id058u715m87_3,PRON
Id058u715m87_4,ADJ
Id058u715m87_5,ADJ
Id058u715m87_6,PUNCT
Id058u715m87_7,AUX
Id058u715m87_8,NOUN
Id058u715m87_9,ADJ
Id058u715m87_10,SCONJ
Id058u715m87_11,VERB
Id058u715m87_12,ADV
Id058u715m87_13,VERB
Id058u715m87_14,VERB
Id058u715m87_15,NOUN
Id058u715m87_16,ADP
Id058u715m87_17,NOUN
Id058u715m87_18,PUNCT
Id05eldfw3a3_0,ADP
Id05eldfw3a3_1,NOUN
Id05eldfw3a3_2,PUNCT
Id05eldfw3a3_3,NOUN
Id05eldfw3a3_4,PROPN
Id05eldfw3a3_5,PROPN
Id05eldfw3a3_6,VERB
Id05eldfw3a3_7,VERB
Id05eldfw3a3_8,AUX
Id05eldfw3a3_9,VERB
Id05eldfw3a3_10,VERB
Id05eldfw3a3_11,ADP
Id05eldfw3a3_12,NOUN
Id05eldfw3a3_13,ADP
Id05eldfw3a3_14,NOUN
Id05eldfw3a3_15,PROPN
Id05eldfw3a3_16,CCONJ
Id05eldfw3a3_17,NOUN
Id05eldfw3a3_18,ADP
Id05eldfw3a3_19,NOUN
Id05eldfw3a3_20,ADP
Id05eldfw3a3_21,NUM
Id05eldfw3a3_22,ADP
Id05eldfw3a3_23,NOUN
Id05eldfw3a3_24,ADP
Id05eldfw3a3_25,NUM
Id05eldfw3a3_26,NUM
Id05eldfw3a3_27,ADP
Id05eldfw3a3_28,PROPN
Id05eldfw3a3_29,PROPN
Id05eldfw3a3_30,PUNCT
Id078ptd477e_0,PROPN
Id078ptd477e_1,PROPN
Id078ptd477e_2,PRON
Id078ptd477e_3,ADP
Id078ptd477e_4,NOUN
Id078ptd477e_5,VERB
Id078ptd477e_6,NOUN
Id078ptd477e_7,ADP
Id078ptd477e_8,NOUN
Id078ptd477e_9,ADJ
Id078ptd477e_10,ADJ
Id078ptd477e_11,ADJ
Id078ptd477e_12,ADJ
Id078ptd477e_13,NOUN
Id078ptd477e_14,VERB
Id078ptd477e_15,ADV
Id078ptd477e_16,ADJ
Id078ptd477e_17,PUNCT
Id07jn2j5i7a_0,PROPN
Id07jn2j5i7a_1,CCONJ
Id07jn2j5i7a_2,ADJ
Id07jn2j5i7a_3,ADP
Id07jn2j5i7a_4,PUNCT
Id07jn2j5i7a_5,PUNCT
Id07jn2j5i7a_6,ADP
Id07jn2j5i7a_7,VERB
Id07jn2j5i7a_8,ADP
Id07jn2j5i7a_9,VERB
Id07jn2j5i7a_10,NOUN
Id07jn2j5i7a_11,ADP
Id07jn2j5i7a_12,VERB
Id07jn2j5i7a_13,NOUN
Id07jn2j5i7a_14,ADP
Id07jn2j5i7a_15,PROPN
Id07jn2j5i7a_16,VERB
Id07jn2j5i7a_17,ADP
Id07jn2j5i7a_18,NOUN
Id07jn2j5i7a_19,ADP
Id07jn2j5i7a_20,NOUN
Id07jn2j5i7a_21,VERB
Id07jn2j5i7a_22,ADP
Id07jn2j5i7a_23,VERB
Id07jn2j5i7a_24,ADV
Id07jn2j5i7a_25,NOUN
Id07jn2j5i7a_26,ADJ
Id07jn2j5i7a_27,ADJ
Id07jn2j5i7a_28,ADP
Id07jn2j5i7a_29,NOUN
Id07jn2j5i7a_30,PUNCT
Id07jn2j5i7a_31,PUNCT
Id08rynqjjsq_0,PROPN
Id08rynqjjsq_1,PUNCT
Id08rynqjjsq_2,PRON
Id08rynqjjsq_3,AUX
Id08rynqjjsq_4,AUX
Id08rynqjjsq_5,VERB
Id08rynqjjsq_6,VERB
Id08rynqjjsq_7,ADJ
Id08rynqjjsq_8,ADP
Id08rynqjjsq_9,NOUN
Id08rynqjjsq_10,PUNCT
Id08rynqjjsq_11,VERB
Id08rynqjjsq_12,VERB
Id08rynqjjsq_13,DET
Id08rynqjjsq_14,NOUN
Id08rynqjjsq_15,AUX
Id08rynqjjsq_16,AUX
Id08rynqjjsq_17,VERB
Id08rynqjjsq_18,VERB
Id08rynqjjsq_19,PUNCT
Id098r5wje4h_0,NOUN
Id098r5wje4h_1,DET
Id098r5wje4h_2,PUNCT
Id098r5wje4h_3,NOUN
Id098r5wje4h_4,ADJ
Id098r5wje4h_5,ADJ
Id098r5wje4h_6,ADP
Id098r5wje4h_7,ADJ
Id098r5wje4h_8,ADJ
Id098r5wje4h_9,PUNCT
Id09x42m6j0n_0,SCONJ
Id09x42m6j0n_1,ADV
Id09x42m6j0n_2,VERB
Id09x42m6j0n_3,VERB
Id09x42m6j0n_4,DET
Id09x42m6j0n_5,NOUN
Id09x42m6j0n_6,PROPN
Id09x42m6j0n_7,VERB
Id09x42m6j0n_8,VERB
Id09x42m6j0n_9,DET
Id09x42m6j0n_10,PUNCT
Id0a6b40ng1t_0,PROPN
Id0a6b40ng1t_1,PRON
Id0a6b40ng1t_2,PROPN
Id0a6b40ng1t_3,PROPN
Id0a6b40ng1t_4,ADJ
Id0a6b40ng1t_5,NOUN
Id0a6b40ng1t_6,ADP
Id0a6b40ng1t_7,PROPN
Id0a6b40ng1t_8,SCONJ
Id0a6b40ng1t_9,PROPN
Id0a6b40ng1t_10,PROPN
Id0a6b40ng1t_11,PROPN
Id0a6b40ng1t_12,PRON
Id0a6b40ng1t_13,PRON
Id0a6b40ng1t_14,AUX
Id0a6b40ng1t_15,NOUN
Id0a6b40ng1t_16,ADJ
Id0a6b40ng1t_17,PUNCT
Id0abtfmuqp6_0,ADP
Id0abtfmuqp6_1,NOUN
Id0abtfmuqp6_2,DET
Id0abtfmuqp6_3,ADP
Id0abtfmuqp6_4,NOUN
Id0abtfmuqp6_5,ADJ
Id0abtfmuqp6_6,ADP
Id0abtfmuqp6_7,ADP
Id0abtfmuqp6_8,NOUN
Id0abtfmuqp6_9,ADP
Id0abtfmuqp6_10,PROPN
Id0abtfmuqp6_11,AUX
Id0abtfmuqp6_12,PUNCT
Id0abtfmuqp6_13,NOUN
Id0abtfmuqp6_14,ADP
Id0abtfmuqp6_15,PROPN
Id0abtfmuqp6_16,ADP
Id0abtfmuqp6_17,PROPN
Id0abtfmuqp6_18,AUX
Id0abtfmuqp6_19,NOUN
Id0abtfmuqp6_20,NOUN
Id0abtfmuqp6_21,ADP
Id0abtfmuqp6_22,ADJ
Id0abtfmuqp6_23,PUNCT
Id0abtfmuqp6_24,PROPN
Id0abtfmuqp6_25,ADP
Id0abtfmuqp6_26,VERB
Id0abtfmuqp6_27,NUM
Id0abtfmuqp6_28,NUM
Id0abtfmuqp6_29,PUNCT
Id0abtfmuqp6_30,NOUN
Id0abtfmuqp6_31,ADP
Id0abtfmuqp6_32,NOUN
Id0abtfmuqp6_33,ADP
Id0abtfmuqp6_34,PROPN
Id0abtfmuqp6_35,CCONJ
Id0abtfmuqp6_36,PROPN
Id0abtfmuqp6_37,ADP
Id0abtfmuqp6_38,NOUN
Id0abtfmuqp6_39,NOUN
Id0abtfmuqp6_40,ADP
Id0abtfmuqp6_41,ADJ
Id0abtfmuqp6_42,ADV
Id0abtfmuqp6_43,ADP
Id0abtfmuqp6_44,PROPN
Id0abtfmuqp6_45,NOUN
Id0abtfmuqp6_46,PUNCT
Id0abtfmuqp6_47,NOUN
Id0abtfmuqp6_48,VERB
Id0abtfmuqp6_49,ADP
Id0abtfmuqp6_50,NOUN
Id0abtfmuqp6_51,ADP
Id0abtfmuqp6_52,NOUN
Id0abtfmuqp6_53,AUX
Id0abtfmuqp6_54,ADP
Id0abtfmuqp6_55,NOUN
Id0abtfmuqp6_56,ADJ
Id0abtfmuqp6_57,PROPN
Id0abtfmuqp6_58,ADV
Id0abtfmuqp6_59,PROPN
Id0abtfmuqp6_60,PUNCT
Id0bkmuceokj_0,PUNCT
Id0bkmuceokj_1,PUNCT
Id0bkmuceokj_2,PROPN
Id0bkmuceokj_3,CCONJ
Id0bkmuceokj_4,PRON
Id0bkmuceokj_5,AUX
Id0bkmuceokj_6,PUNCT
Id0bkmuceokj_7,PUNCT
Id0bkmuceokj_8,PROPN
Id0bkmuceokj_9,VERB
Id0bkmuceokj_10,ADV
Id0bkmuceokj_11,VERB
Id0bkmuceokj_12,NOUN
Id0bkmuceokj_13,PUNCT
Id0bkmuceokj_14,PUNCT
Id0d1y5hlowm_0,AUX
Id0d1y5hlowm_1,AUX
Id0d1y5hlowm_2,AUX
Id0d1y5hlowm_3,VERB
Id0d1y5hlowm_4,VERB
Id0d1y5hlowm_5,VERB
Id0d1y5hlowm_6,VERB
Id0d1y5hlowm_7,NOUN
Id0d1y5hlowm_8,PUNCT
Id0eh90djx5r_0,PROPN
Id0eh90djx5r_1,VERB
Id0eh90djx5r_2,VERB
Id0eh90djx5r_3,DET
Id0eh90djx5r_4,ADP
Id0eh90djx5r_5,NOUN
Id0eh90djx5r_6,ADP
Id0eh90djx5r_7,NOUN
Id0eh90djx5r_8,ADV
Id0eh90djx5r_9,ADP
Id0eh90djx5r_10,PROPN
Id0eh90djx5r_11,PUNCT
Id0eh90djx5r_12,DET
Id0eh90djx5r_13,AUX
Id0eh90djx5r_14,AUX
Id0eh90djx5r_15,VERB
Id0eh90djx5r_16,VERB
Id0eh90djx5r_17,CCONJ
Id0eh90djx5r_18,CCONJ
Id0eh90djx5r_19,AUX
Id0eh90djx5r_20,VERB
Id0eh90djx5r_21,VERB
Id0eh90djx5r_22,PUNCT
Id0fou18qxxv_0,NOUN
Id0fou18qxxv_1,AUX
Id0fou18qxxv_2,ADV
Id0fou18qxxv_3,AUX
Id0fou18qxxv_4,VERB
Id0fou18qxxv_5,VERB
Id0fou18qxxv_6,DET
Id0fou18qxxv_7,NOUN
Id0fou18qxxv_8,PROPN
Id0fou18qxxv_9,PROPN
Id0fou18qxxv_10,AUX
Id0fou18qxxv_11,VERB
Id0fou18qxxv_12,VERB
Id0fou18qxxv_13,VERB
Id0fou18qxxv_14,NOUN
Id0fou18qxxv_15,ADJ
Id0fou18qxxv_16,ADP
Id0fou18qxxv_17,PROPN
Id0fou18qxxv_18,VERB
Id0fou18qxxv_19,VERB
Id0fou18qxxv_20,VERB
Id0fou18qxxv_21,VERB
Id0fou18qxxv_22,NOUN
Id0fou18qxxv_23,ADP
Id0fou18qxxv_24,NOUN
Id0fou18qxxv_25,ADP
Id0fou18qxxv_26,NUM
Id0fou18qxxv_27,ADP
Id0fou18qxxv_28,NOUN
Id0fou18qxxv_29,ADP
Id0fou18qxxv_30,NUM
Id0fou18qxxv_31,NUM
Id0fou18qxxv_32,ADP
Id0fou18qxxv_33,NOUN
Id0fou18qxxv_34,ADP
Id0fou18qxxv_35,NOUN
Id0fou18qxxv_36,PUNCT
Id0fou18qxxv_37,PROPN
Id0fou18qxxv_38,PROPN
Id0fou18qxxv_39,PRON
Id0fou18qxxv_40,AUX
Id0fou18qxxv_41,AUX
Id0fou18qxxv_42,VERB
Id0fou18qxxv_43,VERB
Id0fou18qxxv_44,VERB
Id0fou18qxxv_45,PUNCT
Id0fvdksp6iv_0,DET
Id0fvdksp6iv_1,DET
Id0fvdksp6iv_2,DET
Id0fvdksp6iv_3,AUX
Id0fvdksp6iv_4,VERB
Id0fvdksp6iv_5,VERB
Id0fvdksp6iv_6,VERB
Id0fvdksp6iv_7,VERB
Id0fvdksp6iv_8,ADP
Id0fvdksp6iv_9,NOUN
Id0fvdksp6iv_10,ADV
Id0fvdksp6iv_11,NOUN
Id0fvdksp6iv_12,PRON
Id0fvdksp6iv_13,PRON
Id0fvdksp6iv_14,PUNCT
Id0igbz59v89_0,PROPN
Id0igbz59v89_1,VERB
Id0igbz59v89_2,VERB
Id0igbz59v89_3,NOUN
Id0igbz59v89_4,PRON
Id0igbz59v89_5,VERB
Id0igbz59v89_6,VERB
Id0igbz59v89_7,PROPN
Id0igbz59v89_8,NOUN
Id0igbz59v89_9,VERB
Id0igbz59v89_10,VERB
Id0igbz59v89_11,AUX
Id0igbz59v89_12,ADV
Id0igbz59v89_13,NOUN
Id0igbz59v89_14,CCONJ
Id0igbz59v89_15,SCONJ
Id0igbz59v89_16,AUX
Id0igbz59v89_17,ADV
Id0igbz59v89_18,NOUN
Id0igbz59v89_19,ADP
Id0igbz59v89_20,NOUN
Id0igbz59v89_21,PUNCT
Id0j77675h4a_0,PROPN
Id0j77675h4a_1,CCONJ
Id0j77675h4a_2,PRON
Id0j77675h4a_3,AUX
Id0j77675h4a_4,PRON
Id0j77675h4a_5,VERB
Id0j77675h4a_6,ADJ
Id0j77675h4a_7,VERB
Id0j77675h4a_8,ADV
Id0j77675h4a_9,ADV
Id0j77675h4a_10,PUNCT
Id0j77675h4a_11,ADV
Id0j77675h4a_12,VERB
Id0j77675h4a_13,ADV
Id0j77675h4a_14,NOUN
Id0j77675h4a_15,PRON
Id0j77675h4a_16,VERB
Id0j77675h4a_17,ADJ
Id0j77675h4a_18,PUNCT
Id0kuiltzlkb_0,PROPN
Id0kuiltzlkb_1,VERB
Id0kuiltzlkb_2,ADP
Id0kuiltzlkb_3,PUNCT
Id0kuiltzlkb_4,PUNCT
Id0kuiltzlkb_5,ADV
Id0kuiltzlkb_6,ADV
Id0kuiltzlkb_7,AUX
Id0kuiltzlkb_8,NOUN
Id0kuiltzlkb_9,PUNCT
Id0kuiltzlkb_10,PRON
Id0kuiltzlkb_11,PRON
Id0kuiltzlkb_12,VERB
Id0kuiltzlkb_13,NOUN
Id0kuiltzlkb_14,ADJ
Id0kuiltzlkb_15,PUNCT
Id0kuiltzlkb_16,PUNCT
Id0mc2w8qb7b_0,PROPN
Id0mc2w8qb7b_1,PROPN
Id0mc2w8qb7b_2,PUNCT
Id0mc2w8qb7b_3,CCONJ
Id0mc2w8qb7b_4,ADP
Id0mc2w8qb7b_5,PROPN
Id0mc2w8qb7b_6,NOUN
Id0mc2w8qb7b_7,PUNCT
Id0mc2w8qb7b_8,NOUN
Id0mc2w8qb7b_9,NOUN
Id0mc2w8qb7b_10,CCONJ
Id0mc2w8qb7b_11,PROPN
Id0mc2w8qb7b_12,NOUN
Id0mc2w8qb7b_13,AUX
Id0mc2w8qb7b_14,VERB
Id0mc2w8qb7b_15,ADV
Id0mc2w8qb7b_16,VERB
Id0mc2w8qb7b_17,ADP
Id0mc2w8qb7b_18,NOUN
Id0mc2w8qb7b_19,ADP
Id0mc2w8qb7b_20,PROPN
Id0mc2w8qb7b_21,VERB
Id0mc2w8qb7b_22,VERB
Id0mc2w8qb7b_23,ADV
Id0mc2w8qb7b_24,CCONJ
Id0mc2w8qb7b_25,VERB
Id0mc2w8qb7b_26,ADV
Id0mc2w8qb7b_27,PUNCT
Id0mxg2mmfzy_0,AUX
Id0mxg2mmfzy_1,VERB
Id0mxg2mmfzy_2,VERB
Id0mxg2mmfzy_3,VERB
Id0mxg2mmfzy_4,NOUN
Id0mxg2mmfzy_5,PUNCT
Id0mxg2mmfzy_6,NOUN
Id0mxg2mmfzy_7,CCONJ
Id0mxg2mmfzy_8,NOUN
Id0mxg2mmfzy_9,PRON
Id0mxg2mmfzy_10,PRON
Id0mxg2mmfzy_11,VERB
Id0mxg2mmfzy_12,VERB
Id0mxg2mmfzy_13,ADP
Id0mxg2mmfzy_14,NOUN
Id0mxg2mmfzy_15,ADJ
Id0mxg2mmfzy_16,ADJ
Id0mxg2mmfzy_17,ADJ
Id0mxg2mmfzy_18,PRON
Id0mxg2mmfzy_19,PRON
Id0mxg2mmfzy_20,PUNCT
Id0mxg2mmfzy_21,CCONJ
Id0mxg2mmfzy_22,ADP
Id0mxg2mmfzy_23,NOUN
Id0mxg2mmfzy_24,PRON
Id0mxg2mmfzy_25,PRON
Id0mxg2mmfzy_26,VERB
Id0mxg2mmfzy_27,VERB
Id0mxg2mmfzy_28,ADV
Id0mxg2mmfzy_29,NOUN
Id0mxg2mmfzy_30,PUNCT
Id0mxg2mmfzy_31,NOUN
Id0mxg2mmfzy_32,PUNCT
Id0mxg2mmfzy_33,NOUN
Id0mxg2mmfzy_34,CCONJ
Id0mxg2mmfzy_35,ADJ
Id0mxg2mmfzy_36,ADP
Id0mxg2mmfzy_37,NOUN
Id0mxg2mmfzy_38,PRON
Id0mxg2mmfzy_39,PRON
Id0mxg2mmfzy_40,PUNCT
Id0n2ayajer5_0,NOUN
Id0n2ayajer5_1,PRON
Id0n2ayajer5_2,AUX
Id0n2ayajer5_3,AUX
Id0n2ayajer5_4,ADP
Id0n2ayajer5_5,ADJ
Id0n2ayajer5_6,ADV
Id0n2ayajer5_7,NOUN
Id0n2ayajer5_8,ADV
Id0n2ayajer5_9,PROPN
Id0n2ayajer5_10,ADJ
Id0n2ayajer5_11,VERB
Id0n2ayajer5_12,VERB
Id0n2ayajer5_13,ADV
Id0n2ayajer5_14,ADP
Id0n2ayajer5_15,NOUN
Id0n2ayajer5_16,NOUN
Id0n2ayajer5_17,PUNCT
Id0n6nhltpq7_0,SCONJ
Id0n6nhltpq7_1,ADV
Id0n6nhltpq7_2,ADV
Id0n6nhltpq7_3,NOUN
Id0n6nhltpq7_4,PRON
Id0n6nhltpq7_5,ADJ
Id0n6nhltpq7_6,PRON
Id0n6nhltpq7_7,VERB
Id0n6nhltpq7_8,VERB
Id0n6nhltpq7_9,ADP
Id0n6nhltpq7_10,PROPN
Id0n6nhltpq7_11,AUX
Id0n6nhltpq7_12,VERB
Id0n6nhltpq7_13,VERB
Id0n6nhltpq7_14,VERB
Id0n6nhltpq7_15,VERB
Id0n6nhltpq7_16,VERB
Id0n6nhltpq7_17,PUNCT
Id0n6nhltpq7_18,PRON
Id0n6nhltpq7_19,AUX
Id0n6nhltpq7_20,VERB
Id0n6nhltpq7_21,VERB
Id0n6nhltpq7_22,VERB
Id0n6nhltpq7_23,VERB
Id0n6nhltpq7_24,PUNCT
Id0oonjy6vwb_0,ADV
Id0oonjy6vwb_1,PUNCT
Id0oonjy6vwb_2,PROPN
Id0oonjy6vwb_3,PROPN
Id0oonjy6vwb_4,ADP
Id0oonjy6vwb_5,NOUN
Id0oonjy6vwb_6,ADP
Id0oonjy6vwb_7,NOUN
Id0oonjy6vwb_8,ADJ
Id0oonjy6vwb_9,ADJ
Id0oonjy6vwb_10,ADJ
Id0oonjy6vwb_11,PUNCT
Id0oonjy6vwb_12,VERB
Id0oonjy6vwb_13,VERB
Id0oonjy6vwb_14,AUX
Id0oonjy6vwb_15,ADV
Id0oonjy6vwb_16,AUX
Id0oonjy6vwb_17,VERB
Id0oonjy6vwb_18,VERB
Id0oonjy6vwb_19,CCONJ
Id0oonjy6vwb_20,VERB
Id0oonjy6vwb_21,VERB
Id0oonjy6vwb_22,VERB
Id0oonjy6vwb_23,VERB
Id0oonjy6vwb_24,NOUN
Id0oonjy6vwb_25,DET
Id0oonjy6vwb_26,ADJ
Id0oonjy6vwb_27,ADJ
Id0oonjy6vwb_28,PUNCT
Id0qth9vw05b_0,ADV
Id0qth9vw05b_1,ADV
Id0qth9vw05b_2,PROPN
Id0qth9vw05b_3,PRON
Id0qth9vw05b_4,AUX
Id0qth9vw05b_5,AUX
Id0qth9vw05b_6,VERB
Id0qth9vw05b_7,VERB
Id0qth9vw05b_8,NOUN
Id0qth9vw05b_9,ADP
Id0qth9vw05b_10,NOUN
Id0qth9vw05b_11,PUNCT
Id0qth9vw05b_12,NOUN
Id0qth9vw05b_13,PRON
Id0qth9vw05b_14,AUX
Id0qth9vw05b_15,AUX
Id0qth9vw05b_16,VERB
Id0qth9vw05b_17,PRON
Id0qth9vw05b_18,ADP
Id0qth9vw05b_19,NOUN
Id0qth9vw05b_20,AUX
Id0qth9vw05b_21,ADJ
Id0qth9vw05b_22,VERB
Id0qth9vw05b_23,PROPN
Id0qth9vw05b_24,ADV
Id0qth9vw05b_25,VERB
Id0qth9vw05b_26,VERB
Id0qth9vw05b_27,NOUN
Id0qth9vw05b_28,PRON
Id0qth9vw05b_29,ADV
Id0qth9vw05b_30,NOUN
Id0qth9vw05b_31,VERB
Id0qth9vw05b_32,NOUN
Id0qth9vw05b_33,PUNCT
Id0rn3b8fosn_0,SCONJ
Id0rn3b8fosn_1,ADV
Id0rn3b8fosn_2,NOUN
Id0rn3b8fosn_3,PRON
Id0rn3b8fosn_4,PRON
Id0rn3b8fosn_5,PUNCT
Id0rn3b8fosn_6,AUX
Id0rn3b8fosn_7,AUX
Id0rn3b8fosn_8,VERB
Id0rn3b8fosn_9,VERB
Id0rn3b8fosn_10,VERB
Id0rn3b8fosn_11,VERB
Id0rn3b8fosn_12,NOUN
Id0rn3b8fosn_13,ADP
Id0rn3b8fosn_14,NOUN
Id0rn3b8fosn_15,NUM
Id0rn3b8fosn_16,NUM
Id0rn3b8fosn_17,PUNCT
Id0s7c0y4ix2_0,PROPN
Id0s7c0y4ix2_1,PRON
Id0s7c0y4ix2_2,AUX
Id0s7c0y4ix2_3,ADP
Id0s7c0y4ix2_4,NOUN
Id0s7c0y4ix2_5,ADJ
Id0s7c0y4ix2_6,VERB
Id0s7c0y4ix2_7,NOUN
Id0s7c0y4ix2_8,ADJ
Id0s7c0y4ix2_9,ADJ
Id0s7c0y4ix2_10,PUNCT
